idx,question_id,answer_id
132,"(Allah berfirman): ""Janganlah kamu duduk bersama orang-orang yang memperolok-olokkan ayat-ayat Allah.""","(Dan sungguh, telah Kami turunkan kepadamu) hai Muhammad (di dalam Alkitab) yakni Alquran (bahwa apabila kamu mendengar ayat-ayat Allah diingkari dan diperolok-olokkan) oleh orang-orang kafir Mekah, karena sesungguhnya ayat-ayat itu telah diturunkan kepadamu (maka janganlah kamu duduk bersama mereka sampai mereka berbantah-bantahan) tentang masalah agama, yaitu menisbatkan anak-anak dan lain-lainnya (Sesungguhnya jika) lam menunjukkan makna qasam (kamu duduk bersama mereka) bersama mereka (dan mereka seperti mereka, niscaya Allah akan mengumpulkan semua orang-orang munafik dan orang-orang kafir di dalam neraka Jahanam."
133,Bagaimana nasib orang-orang munafik pada hari kiamat?,Sesungguhnya orang-orang munafik berada di dalam neraka Jahanam yang paling dalam akibat kemunafikan mereka. Mereka berada di bagian terendah neraka.
134,"Siapakah yang diizinkan Allah untuk berbicara dengan bahasa yang terang-terangan, maka hendaklah kamu mengutipnya (jalannya).","Allah tidak menyukai ucapan buruk, (yang diucapkan) dengan terus terang kecuali oleh orang yang dianiaya. Dan Allah Maha Mendengar lagi Maha Mengetahui."
135,"(Dan bacakanlah) hai Muhammad (kepada orang-orang yang membagi-bagi berita) yakni orang-orang kafir (di antara mereka, tentang Allah dan Rasul-rasul-Nya) tentang keadaan mereka dan sifat-sifat dan ciri-ciri Muhammad (serta orang-orang yang beriman kepada Allah dan kepada kitab-kitab mereka) suci-Nya (tidak membeda-bedakan seorang pun di antara mereka) karena mereka tidak beriman kepada Nabi Muhammad saw. (kecuali jika mereka beriman kepada kitab-kitab Allah) yang diturunkan kepada mereka. (Dan ingatlah di antara mereka) tentang apa-apa yang mereka perselisihkan itu (dan terang-terangan) bukti-bukti yang menunjukkan keesaan Allah dan keesaan Allah.","(Sesungguhnya orang-orang yang kafir kepada Allah dan rasul-rasul-Nya dan bermaksud akan membeda-bedakan di antara Allah dengan rasul-rasul-Nya) yakni dengan beriman kepada-Nya serta kafir terhadap mereka (serta mengatakan, ""Kami beriman kepada sebagian) di antara rasul-rasul itu (dan kami kafir terhadap yang lain"") dari mereka (serta bermaksud hendak mengambil di antara demikian) maksudnya di antara kufur dan iman (jalan) yang akan mereka tempuh."
136,"(Dan apakah patut) Hamzah atau kata tanya di sini mengandung pengertian ingkar, sedangkan Wawu 'Athafnya menunjukkan 'Athaf jumlah kepada jumlah yang lain.",Ketidakadilan yang sangat besar adalah bahwa mereka dituduh perzinaan.
137,(Dan bacakanlah) hai Muhammad (kepada mereka) yakni orang-orang Yahudi (ayat-ayat Alkitab) yakni Alquran (yang menerangkan) atau yang membedakan antara perkara yang hak dengan perkara yang batil (tentang pembunuhan) atau mengenai hal-hal yang haram (atau pembunuhan) di antara ahli kitab dan ahli kitab.,(Sesungguhnya orang-orang yang berselisih paham padanya) maksudnya pada Isa (sesungguhnya dalam keragu-raguan terhadapnya) maksudnya terhadap pembunuhan itu.
138,Mengapa Allah mengharamkan makanan yang baik untuk orang-orang Yahudi?,"(Maka disebabkan keaniayaan) artinya disebabkan keaniayaan (dari orang-orang Yahudi Kami haramkan atas mereka makanan yang baik-baik yang dihalalkan bagi mereka dulu) yakni yang tersebut dalam firman-Nya, ""Kami haramkan setiap yang berkuku..."" sampai akhir ayat (juga karena mereka menghalangi) manusia (dari jalan Allah) maksudnya agama-Nya (dan karena mereka memakan riba) disebabkan memakan riba (dan memakan harta benda orang lain secara tidak benar). (Dan telah Kami sediakan di antara mereka siksa yang pedih) yang menyakitkan."
139,"Inilah beberapa bukti kebenaran risalahmu, Muhammad, yang Aku kisahkan kepadamu dari al-Qur'ân yang Aku kisahkan kepadamu dan para rasul sebelummu. Rasul-rasul telah Kami kisahkan tentang mereka kepadamu dengan jelas.",Allah Mahasuci dari sifat-sifat lemah dan kurang yang dilontarkan oleh para pembohong itu.
140,Apa alasan ayat ini disingkapkan?,"(Dan) ingatlah (tatkala) ketika (Dia menanyakan) yakni Allah (kepada Nabi-nabi-Nya) tentang perihal Nabi Muhammad saw. dan peristiwa-peristiwa lainnya (bahwa sesungguhnya orang-orang kafir itu mendustakannya) mendustakan Nabi Muhammad saw. (dan) para (para malaikat pun menjadi saksi pula) kepadamu dalam hal ini sebagaimana yang telah diungkapkan oleh firman-Nya yang lain, yaitu, ""Maka berimanlah kamu kepada Allah dan rasul-Nya."" (Q.S. Al-Mukmin 29)"
141,"Katakanlah: ""Hai manusia, sesungguhnya telah datang kepadamu Rasul (Muhammad) dengan (membawa) kebenaran dari Tuhanmu, maka berimanlah kamu, itulah yang lebih baik bagimu; dan jika kamu kafir maka (ketahuilah) sesungguhnya apa yang di langit dan apa yang di bumi hanyalah kepunyaan Allah dan Allah Maha Mengetahui lagi Maha Bijaksana.",(Hai manusia) maksudnya warga Mekah (sesungguhnya telah datang kepada kalian rasul kami) yakni Muhammad saw. (dengan membawa kebenaran) yaitu kenabian Muhammad. (Maka berimanlah kalian kepadanya) yakni kepada Muhammad (dan taatlah kalian kepadanya) yakni kepada Nabi Muhammad saw. (dan jika kalian tetap dalam kekafiran) hingga kalian beriman kepadanya (dan berimanlah kepada apa yang ada di langit dan apa yang ada di bumi) yakni Allah swt. dan Rasul-Nya (dan Allah Maha Mengetahui apa yang kalian kerjakan) maka Dia akan membalasnya kepada kalian (Dialah Yang Maha Bijaksana) di dalam kerajaan-Nya (lagi Maha Bijaksana) di dalam perbuatan-Nya.
142,Bacalah ayat yang menunjukkan kebenaran tentang Yesus (damai) dan menjelaskannya.,"Hai Ahli Kitab, janganlah kamu melampaui batas dalam agamamu dan janganlah kamu mengatakan terhadap Allah kecuali yang benar, karena sesungguhnya Al Masih, Isa putera Maryam itu adalah utusan Allah dan (Allah) kalimat-Nya yang disampaikan-Nya kepada Maryam dan roh dari-Nya. Maka berimanlah kamu kepada Allah dan rasul-rasul-Nya dan janganlah kamu mengatakan: "" (Tuhan itu) tiga,"" berhentilah (dari ucapan itu)."
143,(Apakah) telah (dijelaskan) telah Kami terangkan (kepada kalian) hai orang-orang kafir Mekah (bukti) bukti-bukti yang menunjukkan kepada keesaan-Nya (dan keterangan-keterangan) yakni hujah-hujah yang jelas (dari Rabb kalian. Dan Kami turunkan kepadamu cahaya yang terang) yakni Alquran.,"(Dan sesungguhnya dia) Nabi Muhammad saw. (benar-benar merupakan pengetahuan) lafal ayat ini berta'alluq kepada lafal yang tidak disebutkan, lengkapnya lafal-lafal yang sama dengan lafal yang tidak disebutkan, dan lafal-lafal yang sesudahnya berkedudukan sebagai penafsir dari lafal yang sebelumnya (dan dia mempunyai cahaya yang terang) yakni cahaya yang sangat terang."
144,"Katakanlah: ""Allah memberi fatwa kepadamu tentang kalalah (yaitu): jika seorang meninggal dunia, dan ia tidak mempunyai saudara perempuan, maka bagi saudaranya yang perempuan itu seperdua dari harta yang ditinggalkannya, dan saudaranya yang laki-laki mempusakai (seluruh harta saudara perempuan), jika ia tidak mempunyai anak; tetapi jika saudara perempuan itu dua orang, maka bagi keduanya dua pertiga dari harta yang ditinggalkan oleh yang meninggal. Dan jika mereka (ahli waris itu terdiri dari) saudara-saudara laki dan perempuan, maka bahagian seorang saudara laki-laki sebanyak bahagian dua orang saudara perempuan.","Katakanlah: ""Allah memberi fatwa kepadamu tentang kalalah (yaitu): jika seorang meninggal dunia, dan ia tidak mempunyai anak dan tidak mempunyai saudara perempuan, maka bagi saudaranya yang perempuan itu seperdua dari harta yang ditinggalkannya, dan saudaranya yang laki-laki mempusakai (seluruh harta saudara perempuan), jika ia tidak mempunyai anak; tetapi jika saudara perempuan itu dua orang, maka bagi keduanya dua pertiga dari harta yang ditinggalkan oleh yang meninggal. Dan jika mereka (ahli waris itu terdiri dari) saudara-saudara laki dan perempuan, maka bahagian seorang saudara laki-laki sebanyak bahagian dua kali bahagian saudara perempuan."
145,Jelaskan ayat yang menguraikan binatang yang dilarang.,"Sesungguhnya Allah telah mengharamkan atasmu (memakan) bangkai, binatang yang mati tanpa disembelih, daging babi, daging babi, binatang yang disembelih dengan menyebut nama selain Allah, binatang yang disembelih dengan menyebut nama selain Allah, yang disembelih dengan menyebut nama selain Allah; binatang yang disembelih untuk berhala, dan binatang yang disembelih dengan menyebut nama selain Allah; binatang yang disembelih atas nama selain Allah; binatang yang disembelih atas nama selain Allah; binatang yang disembelih atas nama selain Allah; yang disembelih atas nama selain Allah; yang disembelih atas nama berhala; yang disembelih atas nama selain Allah dengan menyebut nama berhala, dan yang disembelih atas nama berhala. Jika kamu (orang-orang musyrik) telah (orang kafir), tentulah kamu mengambil pelajaran daripadanya dan janganlah kamu melampaui batas."
146,"Dan mereka bertanya kepadamu: ""Apakah yang dihalalkan bagi kami?"" Katakanlah: ""Harta rampasan yang besar dari binatang buas yang telah kamu ajar kepada mereka apa yang telah diajarkan Allah kepadamu, maka makanlah dari apa yang ditangkapnya untukmu, dan sebutlah (nama) Allah atas binatang buas itu, dan bertakwalah kepada Allah,"" sesungguhnya Allah amat cepat hisab-Nya.","(Katakanlah) kepada mereka (""Dihalalkan bagi kami makan dari binatang ternak yang baik-baik) makanan yang halal (dan binatang buruan yang ditangkap) yang ditangkap (oleh binatang buas yang kecil-kecil) yang besar-besar (yang kamu ajar) maksudnya yang kamu boleh memakannya (dan binatang buruan yang besar dari apa yang telah dihalalkan oleh Allah untukmu) berupa binatang buas dari binatang buruan yang besar-besar. (Sesungguhnya Allah amat cepat perhitungan-Nya."")"
147,Dapatkah seorang Muslim makan dari pengorbanan orang Yahudi atau orang Kristen?,(Sesungguhnya pada hari ini dihalalkan bagimu yang baik-baik) artinya yang enak-enak (Dan makanan-makanan orang-orang yang diberi Al Kitab) maksudnya sembelihan orang-orang Yahudi dan Nasrani (ialah untuk kamu) hai Ahli Kitab (dan untuk wanita-wanita yang beriman dan untuk wanita-wanita yang menjaga kesucian) dari perbuatan-perbuatan maksiat (di antara orang-orang yang diberi kitab sebelum kamu) hai orang-orang Yahudi (apabila kamu telah membayar maskawin mereka) atau mahar (dengan maksud mengawini mereka) dalam bentuk aktif atau pun pasif (tidak ada kemanfaatan bagi mereka dan tidak pula kenikmatan hidup di sisi mereka) di dunia (kecuali) di akhirat kelak (terhadap apa yang telah kamu bayarkan kepada mereka) berupa upah dan tebusan (Allah Maha Mengetahui) tentang apa yang kamu peroleh.
148,"Bacakan dan jelaskan ayat yang menunjukkan pemurnian dari ketidakmurnian kecil dan besar, baik di hadapan maupun di luar air.","Hai orang-orang yang beriman, apabila kamu hendak mengerjakan shalat, maka basuhlah mukamu dan tanganmu sampai dengan siku, dan sapulah kepalamu dan (basuh) kakimu sampai dengan kedua mata kaki, dan jika kamu junub maka mandilah, dan jika kamu junub maka mandilah, dan jika kamu sakit atau dalam perjalanan atau menyentuh perempuan, lalu kamu tidak memperoleh air, maka bertayammumlah dengan tanah yang baik (bersih); sapulah mukamu dan tanganmu dengan tanah itu. Allah tidak hendak menyulitkan kamu, tetapi Dia hendak membersihkan kamu dan menyempurnakan nikmat-Nya bagimu, supaya kamu bersyukur."
149,"(Dan bacakanlah) hai Muhammad (kepada mereka) yakni orang-orang kafir Mekah (ayat-ayat Allah) yakni Alquran (Yang Maha Tinggi) dari segala sifat yang tidak layak bagi keagungan dan kebesaran-Nya (dan suruhlah mereka berbantah-bantahan) seumpamanya mereka berkata kepada Nabi saw., ""Sesungguhnya kami nanti akan diberi seperti apa yang diberikan kepada kalian."" (Q.S. Al-Anbiya, 98).","Hai orang-orang yang beriman, hendaklah kamu selalu menegakkan (kebenaran) karena Allah, menjadi saksi dengan adil. Dan janganlah sekali-kali kebencianmu terhadap sesuatu kaum, mendorong kamu untuk berlaku tidak adil."
150,"(Patutkah) lafal Am di sini bermakna Istifham Inkari, sedangkan lafal Al Qaulu diperkirakan keberadaannya sesudah itu, yakni Ataquluna: Apakah kamu sekalian termasuk orang-orang yang benar-benar beriman?","(Sesungguhnya telah ada perjanjian untuk orang-orang yang) maksudnya orang-orang Mukmin (mengerjakan) orang-orang kafir (Rasul-rasul), yakni para umat Islam (dan memberikan) ada yang membaca dengan memakai alif dan ada pula dengan ya dan ada pula dengan ya (dari Tuhanmu, yaitu berupa ampunan) dari-Nya (bagi orang-orang yang beriman) artinya orang-orang Yahudi atau Nasrani (dan untuk masuk surga) atau untuk membela agama-Nya. (Sesungguhnya Allah telah mengambil perjanjian dari Bani Israel) untuk beriman kepada-Nya (dan telah mengutus di antara mereka 12 orang pemimpin) yakni pemimpin-pemimpin mereka (dan Allah berfirman) yaitu kepada Bani Israel (""Sesungguhnya Aku beserta kalian) hai golongan orang-orang yang mengikutimu (akan tetapi barang siapa yang kafir sesudah itu) sesudah perjanjian yang kalian buat-buat kekafiran itu (maka sesungguhnya Aku akan memberi petunjuk kepada kalian) maksudnya, karena kekafiran kalian."
151,"Apakah orang-orang kafir itu mengambil perjanjian dari Bani Israil, dan Allah telah mengambil perjanjian mereka itu dari mereka?","(Maka mereka melanggar) ma merupakan tambahan; ba sababiyah berkaitan dengan yang dibuang, yang maksudnya: Kami kutuk mereka disebabkan mereka melanggar (perjanjian mereka dan Allah mengharamkan mereka) artinya menjauhkan mereka dari rahmat-Nya (dan mengharamkan kepada mereka dari rahmat-Nya) yakni nikmat-Nya (dan membuang dari mereka beban-beban) kewajiban-kewajiban yang telah mereka bayarkan kepada mereka (dan membuang dari mereka beban-beban) kewajiban-kewajiban yang telah mereka bayarkan itu (dengan tidak sungguh-sungguh) dengan dibaca takhfif dan tasydid (kecuali) dengan memakai ya dan ta (sedikit pun tipu daya mereka sedikit pun) dari hal-hal tersebut (maka maafkanlah mereka) maafkanlah mereka (dan biarkanlah mereka, sesungguhnya Allah menyukai orang-orang yang berbuat baik)."
152,"(Mengapa Allah mengambil perjanjian dari orang-orang yang mengatakan, ""Kami ini orang-orang Nasrani?"") bahwasanya kami ini adalah orang-orang Nasrani (padahal mereka) maksudnya orang-orang Nasrani (apa) yang (menyembah Allah Maha Penyayang kepada mereka) melalui ketaatan kepada-Nya (tidak) maka tidak ada dosa pula bagi mereka; maka tidak ada seorang pun yang dapat memberikan syafaat kepada mereka selain daripada-Nya. Huruf min di sini zaidah (Apakah) dapat dibaca tasydidzkar sehingga bacaannya menjadi tasydid, dan dapat pula dibaca tasydid sehingga bacaannya menjadi tasydid, dan dapat pula dibaca tasydid, yakni tanpa memakai harakat sehingga mereka dapat pula dibaca tasydid sehingga bacaannya menjadi tasydid sehingga menjadi tasydid, dapat pula dibaca tasydid, yakni tanpa memakai tasydid.","(Sesungguhnya mereka telah merusak) melanggar (janji) perjanjian mereka (Bani Israel) yakni perjanjian-perjanjian mereka (dan mereka mendirikan salat, menunaikan zakat, beriman kepada rasul-rasul dan menafkahkan sebagian dari apa yang diwahyukan kepada mereka) berupa harta benda dan anak-anak (serta menafkahkan sebagian dari rezeki-rezeki yang diberikan Allah kepada mereka) berupa harta benda (sampai hari kiamat. Dan Allah akan memberitakan kepada mereka apa yang telah mereka kerjakan) kemudian Dia akan membalasnya kepada mereka."
154,Apa (permulaan) yang dimaksud dengan (ayat-ayat) Al-Quran ini?,Periode antara misi Yesus dan misi Muhammad adalah 569 tahun.
155,"Mûsâ pun berkata kepada kaumnya dengan nada mencela, ""Apakah kalian lebih mengutamakan kesesatan daripada keyakinan kalian kepada Mûsâ dan Hârûn daripada permintaan mereka agar kalian berada dalam kesesatan?""","Mûsâ pun melihat rasa takut pada kaumnya dan segera memompa optimisme mereka sambil berkata, ""Kami tidak akan memasuki negeri ini, sebelum orang-orang kuat itu pergi. Jika mereka keluar, kami tidak akan memasukinya."""
156,"Apa yang dikatakan Yosua, Kaleb, dan mata - mata lain yang diutus Musa untuk menyelidiki tanah para raksasa itu?","(Mereka berkata, ""Kami sekali-kali tidak akan memasukinya untuk selama-lamanya, selagi kamu masih tetap bersama mereka) dalam kekafirannya. (Demikian pulalah) artinya seperti apa yang telah Kami perintahkan kepada kalian untuk melakukannya (Kami tidak akan memasukinya untuk selama-lamanya dan mereka bertawakal kepada Rabbmu) artinya, berserah dirilah kepada-Nya dan takutlah kepada-Nya."
157,"(Dan) ingatlah (ketika Musa menyeru kaumnya) yang dimaksud adalah Nabi Musa, (""Pergilah kamu beserta Tuhanmu, dan perangilah) mereka (jika kamu benar-benar orang-orang yang sabar"") di dalam menghadapi penganiayaan mereka. (Maka Allah berfirman, ""Maka bagaimanakah) caranya (Allah menyiksa mereka) menurut qiraat yang lain dibaca yudha'i'u dengan dikasrahkan huruf kaf-nya, karena diathafkan kepada isim yang sesudahnya.","(Musa berdoa kepada Rabbnya, ""Ya Rabbku! Berilah ampunan kepada kami dan bagi orang-orang yang fasik di antara kami) yakni orang-orang yang kafir sesudah empat puluh tahun (dan janganlah Engkau tenggelamkan kami) dalam kekafiran (sebelum empat puluh tahun."") yaitu selama empat puluh tahun."
158,(Bacalah) maksudnya mulailah membaca dan memulainya (tentang habil dan Qabil) yang dimaksud adalah Nabi Muhammad saw. dan para sahabatnya (dengan membawa ayat-ayat) atau ayat-ayat Alquran (dan keterangan-keterangan) atau hujah-hujah (yang jelas) yang jelas.,(Dan bacakanlah) hai Muhammad (kepada mereka) yakni kepada kaummu (berita) kabar (dua orang anak Adam) yaitu Habil dan Qabil (dengan sebenarnya) berhubungan dengan utlu (ketika keduanya mempersembahkan kurban kepada Allah) kepada Allah berupa domba dari Habil dan hasil tanaman dari Qabil. (Maka diterima-Nya) ada yang membaca 'yaqulu' dan ada pula 'ya' (dari salah seorang dari mereka) yakni dari Habib dan ada pula yang mengatakan dengan 'ya' (dan tidak pula dari yang lain) yakni dari kedua jenis hewan yang dibiarkan di antara kedua jenis hewan kurban itu (karena itu aku takut kepada Allah) tidak akan dapat membunuhmu.
