|question_en|answer_en|question_id|answer_id
746|Recite the stages of human creation until the blowing of the soul into him from Surah Al-Sajdah.|It is He who perfected all things, and began the creation of man from clay; Then He made his offspring from a drop of base fluid; Then He proportioned him and breathed into him of His spirit, and appointed for you hearing and sight and hearts. Little is it that you give thanks.|(Bacalah) maksudnya mulailah membaca dan memulainya (dalam lembaran-lembaran) yaitu lembaran-lembaran catatan atau lembaran-lembaran kitab Alquran (sampai manusia kepadanya) yaitu sebagian dari rasul-rasul dan sebagian yang lain (dari Alquran) maksudnya kitab-kitab yang diturunkan kepadanya (dan apa yang ada di hadapannya) artinya hukum-hukum yang tertulis di Lohmahfuz (sebagai bukti-bukti yang nyata) hujah-hujah yang jelas yang menunjukkan akan kekuasaan Allah swt., bukannya mukjizat-mukjizat yang telah disebutkan tadi.|(Dialah Yang menciptakan manusia dari tanah) yakni dari tanah liat (kemudian Dia jadikan keturunannya) manusia semuanya (dari setetes mani) yang dimaksud adalah air mani (sesudah itu dari setetes mani) yakni air mani. (Kemudian Dia menyempurnakannya) menyempurnakan penciptaan Adam (dan meniupkan ke dalam tubuhnya sebagian dari roh-Nya) yakni air mani (dan Dia menjadikan bagi kalian pendengaran) mata (penglihatan) mata (dan penglihatan serta hati) (tetapi kalian sedikit sekali bersyukur) huruf maa adalah huruf zaidah, dan jumlah kalimat ini merupakan jumlah isti'naf atau kalimat baru, yakni sedikit sekali.
747||If our flesh and bones turn to dust in the earth, will we be resurrected as a new creation?|- Ya.|Apakah, apabila kami telah menjadi debu dan tulang belulang, kami akan dikeluarkan dari dalam kubur dalam keadaan hidup?
748|Who are the people of Hell who will fill it on the Day of Judgment?|And the jinn and humankind; and if We willed, We could have guided every soul, but the word has become due from Me. I will surely fill Hell with jinn and people all together.|(Maka barang siapa yang datang kepada mereka) yaitu orang-orang kafir (dengan membawa bukti-bukti yang nyata) yakni hujah-hujah yang jelas dan terang (maka mereka itu adalah penghuni-penghuni neraka.)|Dan kalau Kami kehendaki, tentulah Kami memberi petunjuk kepada tiap-tiap jiwa, tetapi telah tetaplah perkataan dari pada-Ku; sesungguhnya Aku pasti akan memenuhi neraka Jahannam dengan jin dan manusia (yang durhaka) semuanya,
749|What is the lesser torment and what is the greater torment? (Surah Al-Sajdah, Verse 21)|The lesser torment is the torment of this worldly life, such as killing, captivity, famine, and diseases, while the greater torment is the torment of the Day of Judgment, where the torment is in the fire of Hell.|(Apakah yang demikian itu) hal-hal yang telah disebutkan itu (lebih ringan) lebih besar (bagi kalian) daripada azab di dunia (dan lebih besar siksaannya) di akhirat nanti. Maksudnya, apakah azab yang lebih keras dan lebih besar daripada azab di dunia?|Orang-orang yang lebih mengutamakan kehidupan dunia daripada kehidupan akhirat, akan mendapatkan siksa yang sangat pedih di akhirat. Sedangkan orang-orang yang lebih mengutamakan kehidupan akhirat daripada kehidupan dunianya akan dijerumuskan ke dalam api neraka.
750|We have indeed given Moses the Book, so do not be in doubt about the meeting with him, and We made it a guidance for the Children of Israel. Explain this verse from the Holy Quran (Surah Al-Sajdah, Verse 23).|We have indeed given Moses the Torah, and We have given you, O Prophet, the Qur'an as guidance, so do not doubt the meeting of Moses on the Night of Ascension. We made the Torah a guidance for the Children of Israel, inviting them to the truth and a straight path.|(Dan sesungguhnya telah Kami berikan kepada Musa Alkitab) yaitu kitab Taurat (maka janganlah kamu ragu-ragu) meragukan (untuk bertemu dengan Musa) dan keduanya telah berjumpa pada malam Rasulullah saw. diisrakan (dan Kami jadikan ia) Musa atau kitab Taurat (sebagai petunjuk) yaitu pemberi petunjuk (buat Bani Israel dan terangkanlah) wahai Muhammad (ayat-ayat Kami kepada kaumnya.)|(Dan sesungguhnya telah Kami berikan kepada Musa Taurat dan telah Kami berikan kepadamu petunjuk) supaya kamu tidak sesat (dan janganlah kamu ragu-ragu) menaruh syariat (terhadap pertemuan dengan Musa pada malam kemuliaan itu) yaitu malam berbangkit (dan Kami jadikan Alquran itu petunjuk bagi Bani Israel) untuk mencapai tujuan yang sebenarnya, yaitu supaya mereka mengetahui, bahwasanya Alquran itu adalah sihir (dan Kami jadikan mereka) para rasul itu (sebagai petunjuk).
751|Have they not seen that We bring water to the dead land and bring forth crops with which their livestock and they themselves eat? Do they not see?|Do the liars who deny the resurrection after death not see that we bring water to barren, infertile land and produce from it various crops that their livestock eat and with which they sustain their bodies? Do they not see these blessings with their own eyes and realize that the One who has done this is capable of resurrecting the dead and bringing them forth from their graves?|(Dan apakah mereka tidak memperhatikan, bahwasanya Kami menghalau awan yang mengandung air ke bumi yang tandus) yakni bumi yang tidak ada tumbuh-tumbuhan padanya (lalu Kami tumbuhkan dengan air hujan itu tanam-tanaman yang daripadanya dapat makan binatang-binatang ternak mereka dan mereka sendiri. Maka apakah mereka tidak memperhatikan?) hal tersebut sehingga menuntun mereka untuk mengetahui, bahwa Kami mampu untuk mengembalikan mereka hidup kembali sesudah mereka mati nanti.|Dan apakah orang-orang yang mendustakan hari kebangkitan itu tidak memperhatikan bahwa Kami mendatangkan air hujan yang tidak memberi tumbuh-tumbuhan kepadanya, lalu Kami tumbuhkan dengan air hujan itu tanam-tanaman yang daripadanya dapat makan dan Kami hidupkan dengan air itu binatang-binatang ternak dan mereka sendiri. Maka apakah mereka tidak melihat bahwasanya Tuhan yang telah menciptakan mereka, tentulah mampu membangkitkan mereka dari kubur?
752|Explain the meaning of the following verses from Surah Al-Ahzab (3): 'And Allah has not made for you [O men] two hearts within your bodies; and He has not made your wives whom you declare [to be] your mothers, [truly] your mothers; and there is no blame upon you for that which you have said unintentionally but Allah has prescribed for you the absolute divorce; and [also] He has prescribed for you the waiting period; and Allah is All-Mighty, All-Wise. And call them [your divorced wives] by [the names of] their fathers, it is more just in the sight of Allah. But if you do not know their fathers - then they are your brothers in religion and your clients. And there is no blame upon you for that in which you have erred but [only for] that which your hearts intended. And Allah is Ever-Forgiving, Most Merciful.'|God has not made for any human two hearts in one chest, and He has not made your wives whom you claim (in Nikah) as haram as your mothers (and the claim is when a man says to his wife: 'You are to me like the back of my mother,' which was a divorce in the pre-Islamic period, but Allah clarified that a wife does not become a mother by any means). And Allah has not made the fostered children as real children in the Sharia, but rather, the concept of 'Zihar' and 'Tabanni' has no permanent sanctity, so the wife who is claimed (in Zihar) is not like a mother in sanctity, and the lineage is not proven by 'Tabanni' from a person's saying to the fostered child: 'This is my son,' for it is just a verbal claim with no reality, and it is not considered. And Allah says the truth and guides His servants to the right path. Attribute your fostered children to their real fathers, for it is more just and upright before Allah. If you do not know their real fathers, then call them by the brotherhood of faith that unites you with them, for they are your brothers in faith and your allies therein. And there is no sin upon you for what you have done in error without intending it, but Allah will hold you accountable if you intend it. And Allah is Forgiving to those who err, and Merciful to those who repent from their sins.|(Dan Allah sekali-kali tidak menjadikan bagi kalian dari ibu-ibu kalian) lafal alladziina adalah mubtada sedangkan khabarnya ialah (suatu dosa daripada apa yang kalian katakan itu) berupa kemusyrikan dan pengharaman ini ditujukan kepada orang-orang mukmin (akan tetapi Allah menentukan hukum-hukum bagi kalian) yaitu hukum talak dan kewajiban-kewajiban yang lainnya (dan Dia telah menetapkan hukum-hukum bagi kalian) yakni hukum-hukum-hukum-Nya (ibu-ibu kalian) bapak-bapak kalian (dan ibu-ibu kalian) bapak-ibu kalian (adalah orang-orang yang adil) tidak berdosa. (Dan sebutlah nama-nama mereka) bahwasanya tidak ada dosa bagi kalian untuk mengawini mereka (sedangkan Allah Maha Penyantun lagi Maha Penyayang) di dalam hal ini.|"Allah sekali-kali tidak menjadikan bagi seseorang dua buah hati dalam rongganya; dan Dia tidak menjadikan istri-istrimu yang kamu zhihar itu sebagai ibumu, dan Dia tidak menjadikan anak-anak angkatmu sebagai anak yang kamu kehendaki, dan di antara anak-anak angkat itu ada yang mengatakan kepada mereka: ""Sesungguhnya kamu ini adalah orang yang mempersekutukan Tuhan dengan Tuhanmu dengan sesuatu yang nyata."""
753|Explain the verse: 'The Prophet is closer to the believers than their own selves, and his wives are their mothers. Blood relations are closer to one another in the sight of Allah than believers and emigrants, but you should do good to your close relatives, as it is prescribed in the Book (Quran).' (Az-Zabur 33:6)|The Prophet Muhammad (peace be upon him) is the closest to the believers in matters of religion and worldly affairs, and the wives of the Prophet (peace be upon him) are as sacred to his nation as their own mothers, so it is not permissible to marry them after him. Muslim relatives are entitled to inherit from each other according to Allah's law, and it is recommended to do good deeds, help each other, maintain strong ties, and fulfill trusts. It is obligatory to love the Prophet (peace be upon him) more than oneself, to fully obey him, and to respect his wives. Whoever curses them will surely face loss.|"Katakanlah: ""Nabi itu lebih utama bagi orang-orang mukmin dari diri mereka sendiri dan isteri-isterinya adalah ibu-ibu mereka."|Nabi Muhammad itu (hendaknya) lebih utama bagi orang-orang mukmin dari orang-orang mukmin yang mengerjakan agama dan (mengerjakan) urusan dunia serta bertakwa kepada Allah; sedang isteri-isteri Nabi itu adalah (sebagian) dari orang-orang yang disyariatkan kepada sebahagian yang lain. Dan orang-orang yang diwasiatkan untuk berbuat kebaikan (memerdekakan) sebagian dari mereka menolong sebahagian yang lain.
754|And when We took from the prophets their covenant, and from you, and from Noah, and Abraham, and Moses, and Jesus son of Mary, We took from them a solemn covenant (33:7). What is the meaning of: 'And when We took from the prophets their covenant'?|We took from the Prophets the firm covenant to convey the message.|(Dan) ingatlah (ketika Kami mengambil dari nabi-nabi perjanjian mereka) ketika mereka dikeluarkan dari tulang sulbi Adam sebagaimana benda yang paling kecil layaknya.|Dan sesungguhnya telah Kami ambil dari mereka perjanjian yang teguh.
755|O you who believe, remember Allah's favor upon you when the enemy's forces came against you, and We sent against them a wind and forces you did not see. Allah is ever Seer of what you do. When they came at you from above and below, and your eyes swerved and your hearts reached your throats, and you thought about Allah thoughts of despair. There the believers were tested and shaken with a severe shaking. What is the name of the battle mentioned in these verses, and what happened in it?|The Battle of the Confederates, also known as the Battle of the Trench, occurred when the pagans from outside the city, along with the Jews and hypocrites from the city and its surroundings, gathered to besiege the Muslims. The eyes were wide with shock and amazement, and the hearts reached the throats with intense fear. Despair overcame the hypocrites, and rumors spread. They had evil thoughts about Allah in that difficult situation. The faith of the believers was tested, and the people were sorted out. The true believers were distinguished from the hypocrites. Then, Allah sent a strong wind that uprooted their tents and scattered their pots. Allah also sent angels from the sky, which they could not see. Fear struck their hearts, and they retreated.|Hai orang-orang yang beriman, ingatlah akan nikmat Allah (yang telah dikurniakan) kepadamu ketika datang kepadamu tentara-tentara, lalu Kami kirimkan kepada mereka angin topan dan tentara yang tidak dapat kamu melihatnya. Dan Allah Maha Melihat apa yang kamu kerjakan.|"(Dan perangilah orang-orang kafir yang ada di kota) yakni di sekitar Madinah (dan orang-orang yang ada di sekitar mereka) seperti orang-orang Yahudi dan Nasrani (dan orang-orang munafik) yaitu orang-orang Yahudi (dan orang-orang yang ada di sekitar mereka) di antara orang-orang munafik (dan orang-orang yang di sekitarnya) yaitu orang-orang Muhajirin dan kaum Muhajirin (supaya) orang-orang Ansar (terhadap orang-orang Muhajirin) yakni yang dimaksud adalah para sahabat (hati mereka menjadi tenang) merasa tenang di dalam hati mereka (karena takut) kepada Allah (karena Allah dan karena itu Dia melepaskan orang-orang Muhajirin mengeluarkan orang-orang Muhajirin) dari Mekah dengan melalui lisan Nabi saw. (kebinasaannya) melalui lisan Nabi saw. yang mengatakan, ""Ya Rabb kami,"" yakni pertolongan Allah swt. (dan sesungguhnya orang-orang yang beriman itu) yakni sekutu-sekutu mereka) kedua golongan orang-sekutu mereka (tidak dapat menahan diri mereka) dari suatu kaum itu (dari mereka) dari kalangan kaum yang beriman) dari kalangan orang-orang Mukmin (melainkan) dari kalangan kaum yang dianggap sebagaimana orang-Nya."
